console,company,game,metascore,fecha,ano,mes
PC,PC,The Sims,92,2000-01-31,2000,1
PC,PC,Airfix Dogfighter,75,2000-01-14,2000,1
PC,PC,Crime Cities,71,2000-01-31,2000,1
PC,PC,X: Beyond the Frontier,67,2000-01-26,2000,1
PS,Sony,Parasite Eve II,79,2000-01-12,2000,1
PC,PC,Rowan's Battle of Britain,79,2001-01-31,2001,1
PC,PC,SimCoaster,75,2001-01-29,2001,1
PC,PC,Oni,73,2001-01-28,2001,1
PC,PC,Sudden Strike,69,2001-01-23,2001,1
PC,PC,Kingdom Under Fire: A War of Heroes,59,2001-01-18,2001,1
PC,PC,Odyssey: The Search for Ulysses,58,2001-01-02,2001,1
PC,PC,The Ward,57,2001-01-22,2001,1
PC,PC,Carnivores: Ice Age,54,2001-01-15,2001,1
PC,PC,America,50,2001-01-14,2001,1
PC,PC,Woody Woodpecker Racing,46,2001-01-31,2001,1
PS2,Sony,Rayman 2 Revolution,90,2001-01-30,2001,1
PS2,Sony,Aqua Aqua,79,2001-01-09,2001,1
PS2,Sony,NBA Live 2001,74,2001-01-22,2001,1
PS2,Sony,Oni,69,2001-01-29,2001,1
PS2,Sony,Kengo: Master of Bushido,62,2001-01-03,2001,1
PS2,Sony,Driving Emotion Type-S,55,2001-01-29,2001,1
PS2,Sony,RC Revenge Pro,49,2001-01-16,2001,1
DC,Sega,Phantasy Star Online,89,2001-01-29,2001,1
DC,Sega,Metropolis Street Racer,87,2001-01-15,2001,1
DC,Sega,The Typing of the Dead,83,2001-01-23,2001,1
DC,Sega,Sega Smash Pack Volume 1,76,2001-01-31,2001,1
PS,Sony,Championship Motocross 2001 Featuring Ricky Carmichael,70,2001-01-30,2001,1
PS,Sony,Ducati World Racing Challenge,68,2001-01-02,2001,1
PS,Sony,Darkstone,58,2001-01-28,2001,1
PC,PC,Medal of Honor: Allied Assault,91,2002-01-20,2002,1
PC,PC,Sid Meier's SimGolf,84,2002-01-23,2002,1
PC,PC,Disciples II: Dark Prophecy,84,2002-01-22,2002,1
PC,PC,Black & White: Creature Isle,72,2002-01-21,2002,1
PC,PC,Star Wars: Starfighter,71,2002-01-20,2002,1
PC,PC,Moto Racer 3,66,2002-01-31,2002,1
PC,PC,The Cameron Files: The Secret at Loch Ness,66,2002-01-24,2002,1
PC,PC,Darkened Skye,65,2002-01-27,2002,1
PC,PC,Salt Lake 2002,44,2002-01-23,2002,1
PC,PC,Demonworld: Dark Armies,33,2002-01-13,2002,1
PS2,Sony,NBA 2K2,89,2002-01-12,2002,1
PS2,Sony,Rez,78,2002-01-07,2002,1
PS2,Sony,Drakan: The Ancients' Gates,78,2002-01-28,2002,1
PS2,Sony,MotoGP 2,78,2002-01-22,2002,1
PS2,Sony,Mobile Suit Gundam: Zeonic Front,71,2002-01-15,2002,1
PS2,Sony,Grandia II,71,2002-01-28,2002,1
PS2,Sony,AirBlade,70,2002-01-28,2002,1
PS2,Sony,PaRappa the Rapper 2,67,2002-01-23,2002,1
PS2,Sony,ESPN Winter X-Games Snowboarding 2002,64,2002-01-14,2002,1
PS2,Sony,Forever Kingdom,64,2002-01-21,2002,1
PS2,Sony,ESPN International Winter Sports 2002,62,2002-01-28,2002,1
PS2,Sony,NCAA March Madness 2002,54,2002-01-07,2002,1
PS2,Sony,Salt Lake 2002,49,2002-01-29,2002,1
PS2,Sony,GoDai: Elemental Force,27,2002-01-21,2002,1
XBOX,Microsoft,NFL 2K2,87,2002-01-09,2002,1
XBOX,Microsoft,Genma Onimusha,83,2002-01-28,2002,1
XBOX,Microsoft,NBA Inside Drive 2002,76,2002-01-21,2002,1
XBOX,Microsoft,Nightcaster,61,2002-01-21,2002,1
XBOX,Microsoft,ESPN NFL PrimeTime 2002,57,2002-01-22,2002,1
GBA,Nintendo,Tekken Advance,82,2002-01-28,2002,1
GBA,Nintendo,Mech Platoon,77,2002-01-03,2002,1
GBA,Nintendo,Dark Arena,65,2002-01-18,2002,1
GBA,Nintendo,Salt Lake 2002,55,2002-01-19,2002,1
GC,Nintendo,NBA Courtside 2002,71,2002-01-13,2002,1
GC,Nintendo,Cel Damage,67,2002-01-07,2002,1
PC,PC,SimCity 4,84,2003-01-12,2003,1
PC,PC,Highland Warriors,58,2003-01-20,2003,1
PS2,Sony,The Sims,83,2003-01-12,2003,1
PS2,Sony,War of the Monsters,80,2003-01-14,2003,1
PS2,Sony,Battle Engine Aquila,73,2003-01-19,2003,1
PS2,Sony,The Getaway,72,2003-01-19,2003,1
PS2,Sony,Dynasty Warriors 3: Xtreme Legends,72,2003-01-11,2003,1
PS2,Sony,ATV Quad Power Racing 2,68,2003-01-13,2003,1
PS2,Sony,Devil May Cry 2,68,2003-01-25,2003,1
PS2,Sony,Fisherman's Challenge,67,2003-01-19,2003,1
PS2,Sony,Black & Bruised,63,2003-01-26,2003,1
PS2,Sony,HSX HyperSonic.Xtreme,53,2003-01-26,2003,1
XBOX,Microsoft,Panzer Dragoon Orta,90,2003-01-12,2003,1
XBOX,Microsoft,Battle Engine Aquila,76,2003-01-20,2003,1
XBOX,Microsoft,Dead or Alive Xtreme Beach Volleyball,73,2003-01-22,2003,1
XBOX,Microsoft,ATV Quad Power Racing 2,68,2003-01-27,2003,1
XBOX,Microsoft,Pulse Racer,24,2003-01-02,2003,1
GBA,Nintendo,Karnaaj Rally,81,2003-01-02,2003,1
GBA,Nintendo,Crash Bandicoot 2: N-Tranced,75,2003-01-07,2003,1
GBA,Nintendo,Jazz Jackrabbit,68,2003-01-03,2003,1
GBA,Nintendo,Sea Trader: Rise of Taipan,68,2003-01-03,2003,1
GBA,Nintendo,Digimon Battle Spirit,60,2003-01-13,2003,1
GC,Nintendo,Skies of Arcadia Legends,84,2003-01-27,2003,1
GC,Nintendo,Summoner: A Goddess Reborn,72,2003-01-31,2003,1
GC,Nintendo,ATV Quad Power Racing 2,70,2003-01-22,2003,1
GC,Nintendo,Black & Bruised,66,2003-01-26,2003,1
GC,Nintendo,Resident Evil 3: Nemesis,62,2003-01-15,2003,1
GC,Nintendo,Resident Evil 2,59,2003-01-16,2003,1
GC,Nintendo,Super Bubble Pop,54,2003-01-03,2003,1
GC,Nintendo,The Sum of All Fears,36,2003-01-09,2003,1
PC,PC,Silent Storm,83,2004-01-20,2004,1
PC,PC,Vegas Tycoon,76,2004-01-15,2004,1
PC,PC,Delta Force: Black Hawk Down - Team Sabre,70,2004-01-20,2004,1
PC,PC,Counter-Strike: Condition Zero,65,2004-01-03,2004,1
PC,PC,Jack the Ripper,58,2004-01-29,2004,1
PC,PC,Fast Lanes Bowling,51,2004-01-07,2004,1
PC,PC,Coliseum,32,2004-01-06,2004,1
PS2,Sony,Maximo vs Army of Zin,83,2004-01-20,2004,1
PS2,Sony,NFL Street,80,2004-01-13,2004,1
PS2,Sony,Baldur's Gate: Dark Alliance II,78,2004-01-20,2004,1
PS2,Sony,.hack//Quarantine Part 4,70,2004-01-14,2004,1
PS2,Sony,Mafia,65,2004-01-28,2004,1
PS2,Sony,Fallout: Brotherhood of Steel,64,2004-01-14,2004,1
PS2,Sony,Sonic Heroes,64,2004-01-27,2004,1
PS2,Sony,Star Trek: Shattered Universe,42,2004-01-13,2004,1
XBOX,Microsoft,NFL Street,81,2004-01-13,2004,1
XBOX,Microsoft,Baldur's Gate: Dark Alliance II,77,2004-01-20,2004,1
XBOX,Microsoft,Sonic Heroes,73,2004-01-27,2004,1
XBOX,Microsoft,Sega GT Online,72,2004-01-27,2004,1
XBOX,Microsoft,Fallout: Brotherhood of Steel,66,2004-01-14,2004,1
XBOX,Microsoft,Auto Modellista,52,2004-01-20,2004,1
XBOX,Microsoft,Star Trek: Shattered Universe,41,2004-01-14,2004,1
GBA,Nintendo,CT Special Forces,71,2004-01-04,2004,1
GBA,Nintendo,Sonic Battle,69,2004-01-05,2004,1
GC,Nintendo,NFL Street,81,2004-01-13,2004,1
GC,Nintendo,Conflict: Desert Storm II - Back to Baghdad,73,2004-01-07,2004,1
GC,Nintendo,Sonic Heroes,72,2004-01-05,2004,1
PC,PC,Hearts of Iron II,83,2005-01-04,2005,1
PC,PC,The Punisher,67,2005-01-18,2005,1
PC,PC,Playboy: The Mansion,59,2005-01-25,2005,1
PC,PC,Cops 2170: The Power of Law,44,2005-01-27,2005,1
DS,Nintendo,Zoo Keeper,74,2005-01-18,2005,1
PS2,Sony,Mercenaries,84,2005-01-10,2005,1
PS2,Sony,The Punisher,68,2005-01-17,2005,1
PS2,Sony,Suikoden IV,63,2005-01-11,2005,1
PS2,Sony,Playboy: The Mansion,59,2005-01-25,2005,1
PS2,Sony,The Getaway: Black Monday,57,2005-01-11,2005,1
PS2,Sony,Fullmetal Alchemist and the Broken Angel,56,2005-01-18,2005,1
PS2,Sony,Virtua Quest,53,2005-01-18,2005,1
XBOX,Microsoft,Oddworld: Stranger's Wrath,88,2005-01-25,2005,1
XBOX,Microsoft,Mercenaries,86,2005-01-10,2005,1
XBOX,Microsoft,The Punisher 2005,69,2005-01-17,2005,1
XBOX,Microsoft,Tork: Prehistoric Punk,62,2005-01-12,2005,1
XBOX,Microsoft,Playboy: The Mansion,61,2005-01-25,2005,1
GBA,Nintendo,The Legend of Zelda: The Minish Cap,89,2005-01-10,2005,1
GBA,Nintendo,Banjo-Pilot,68,2005-01-12,2005,1
GC,Nintendo,Resident Evil 4,96,2005-01-11,2005,1
GC,Nintendo,Virtua Quest,55,2005-01-19,2005,1
X360,Microsoft,Marble Blast Ultra,79,2006-01-23,2006,1
PC,PC,GT Legends,84,2006-01-23,2006,1
PC,PC,MX vs. ATV Unleashed,71,2006-01-16,2006,1
PC,PC,25 to Life,39,2006-01-17,2006,1
PC,PC,Torino 2006 - The Official Video Game of the XX Olympic Winter Games,37,2006-01-24,2006,1
DS,Nintendo,Electroplankton,71,2006-01-09,2006,1
DS,Nintendo,True Swing Golf,66,2006-01-23,2006,1
DS,Nintendo,Tamagotchi Connection: Corner Shop,59,2006-01-31,2006,1
DS,Nintendo,Nicktoons Unite!,53,2006-01-10,2006,1
PSP,Sony,Mega Man Maverick Hunter X,79,2006-01-31,2006,1
PSP,Sony,PQ: Practical Intelligence Quotient,69,2006-01-10,2006,1
PSP,Sony,Ape Escape Academy,51,2006-01-17,2006,1
PS2,Sony,Devil May Cry 3: Special Edition,87,2006-01-24,2006,1
PS2,Sony,Ape Escape 3,77,2006-01-17,2006,1
PS2,Sony,MVP 06 NCAA Baseball,76,2006-01-18,2006,1
PS2,Sony,Mega Man X Collection,73,2006-01-10,2006,1
PS2,Sony,Wild Arms 4,69,2006-01-10,2006,1
PS2,Sony,Torino 2006 - the Official Video Game of the XX Olympic Winter Games,39,2006-01-24,2006,1
PS2,Sony,25 to Life,39,2006-01-17,2006,1
XBOX,Microsoft,MVP 06 NCAA Baseball,75,2006-01-18,2006,1
XBOX,Microsoft,Samurai Shodown V,58,2006-01-18,2006,1
XBOX,Microsoft,25 to Life,41,2006-01-17,2006,1
XBOX,Microsoft,Torino 2006 - the Official Video Game of the XX Olympic Winter Games,36,2006-01-24,2006,1
GC,Nintendo,Mega Man X Collection,75,2006-01-10,2006,1
PS3,Sony,Sonic the Hedgehog,43,2007-01-30,2007,1
X360,Microsoft,Lost Planet: Extreme Condition,79,2007-01-12,2007,1
X360,Microsoft,Heavy Weapon: Atomic Tank,77,2007-01-17,2007,1
X360,Microsoft,Battlestations: Midway,73,2007-01-30,2007,1
X360,Microsoft,NCAA March Madness 07,67,2007-01-17,2007,1
X360,Microsoft,Ms. Pac-Man,65,2007-01-10,2007,1
X360,Microsoft,Fuzion Frenzy 2,49,2007-01-30,2007,1
PC,PC,World of Warcraft: The Burning Crusade,91,2007-01-16,2007,1
PC,PC,Europa Universalis III,83,2007-01-23,2007,1
PC,PC,Battlestations: Midway,76,2007-01-30,2007,1
PC,PC,"Sam & Max Episode 103: The Mole, the Mob and the Meatball",74,2007-01-25,2007,1
PC,PC,Vanguard: Saga of Heroes,68,2007-01-30,2007,1
PC,PC,Arthur and the Invisibles: The Game,65,2007-01-12,2007,1
PC,PC,The Shield: The Game,34,2007-01-22,2007,1
WII,Nintendo,WarioWare: Smooth Moves,83,2007-01-15,2007,1
DS,Nintendo,Hotel Dusk: Room 215,78,2007-01-22,2007,1
DS,Nintendo,Phoenix Wright: Ace Attorney - Justice for All,76,2007-01-16,2007,1
DS,Nintendo,Yu-Gi-Oh! GX: Spirit Caller,66,2007-01-02,2007,1
DS,Nintendo,Fossil League: Dino Tournament Championship,65,2007-01-22,2007,1
DS,Nintendo,Inuyasha: Secret of the Divine Jewel,46,2007-01-23,2007,1
DS,Nintendo,Underground Pool,40,2007-01-26,2007,1
PSP,Sony,Sid Meier's Pirates!,82,2007-01-22,2007,1
PSP,Sony,The Legend of Heroes III: Song of the Ocean,58,2007-01-23,2007,1
PS2,Sony,Rogue Galaxy,83,2007-01-30,2007,1
PS2,Sony,Karaoke Revolution Presents: American Idol,78,2007-01-02,2007,1
PS2,Sony,Arthur and the Invisibles,66,2007-01-09,2007,1
PS2,Sony,NCAA March Madness 07,63,2007-01-17,2007,1
PS2,Sony,The Shield: The Game,36,2007-01-09,2007,1
PS3,Sony,Burnout Paradise,87,2008-01-22,2008,1
PS3,Sony,PixelJunk Monsters,83,2008-01-24,2008,1
PS3,Sony,NFL Tour,45,2008-01-08,2008,1
X360,Microsoft,Rez HD,89,2008-01-30,2008,1
X360,Microsoft,Burnout Paradise,88,2008-01-22,2008,1
X360,Microsoft,Metal Slug 3,78,2008-01-02,2008,1
X360,Microsoft,Chessmaster LIVE,76,2008-01-30,2008,1
X360,Microsoft,Omega Five,72,2008-01-09,2008,1
X360,Microsoft,Kingdom Under Fire: Circle of Doom,55,2008-01-08,2008,1
X360,Microsoft,Boogie Bunnies,54,2008-01-16,2008,1
X360,Microsoft,NFL Tour,49,2008-01-08,2008,1
X360,Microsoft,Tron,43,2008-01-09,2008,1
PC,PC,Sam & Max Episode 202: Moai Better Blues,80,2008-01-10,2008,1
PC,PC,Pirates of the Burning Sea,76,2008-01-21,2008,1
PC,PC,Savage 2: A Tortured Soul,75,2008-01-16,2008,1
PC,PC,The Sims: Castaway Stories,73,2008-01-29,2008,1
PC,PC,Rail Simulator,72,2008-01-16,2008,1
PC,PC,Ship Simulator 2008,62,2008-01-21,2008,1
PC,PC,Pacific Storm: Allies,60,2008-01-28,2008,1
WII,Nintendo,No More Heroes,83,2008-01-22,2008,1
WII,Nintendo,Endless Ocean,72,2008-01-21,2008,1
WII,Nintendo,One Piece: Unlimited Adventure,67,2008-01-22,2008,1
WII,Nintendo,Harvey Birdman: Attorney at Law,60,2008-01-08,2008,1
WII,Nintendo,Bomberman Land,57,2008-01-29,2008,1
WII,Nintendo,Sonic Riders: Zero Gravity,56,2008-01-08,2008,1
WII,Nintendo,Samurai Warriors: Katana,53,2008-01-16,2008,1
WII,Nintendo,CSI: Crime Scene Investigation: Hard Evidence,49,2008-01-15,2008,1
WII,Nintendo,Nitrobike,49,2008-01-15,2008,1
WII,Nintendo,Furu Furu Park,43,2008-01-17,2008,1
DS,Nintendo,Advance Wars: Days of Ruin,86,2008-01-21,2008,1
DS,Nintendo,Bomberman Land Touch! 2,74,2008-01-29,2008,1
DS,Nintendo,Mario & Sonic at the Olympic Games,70,2008-01-22,2008,1
DS,Nintendo,Brain Challenge,68,2008-01-08,2008,1
DS,Nintendo,Mega Brain Boost,48,2008-01-22,2008,1
DS,Nintendo,Jackass the Game,35,2008-01-08,2008,1
PSP,Sony,Pursuit Force: Extreme Justice,73,2008-01-29,2008,1
PSP,Sony,Harvey Birdman: Attorney at Law,62,2008-01-08,2008,1
PSP,Sony,Bomberman Land Portable,55,2008-01-29,2008,1
PSP,Sony,Rainbow Islands Evolution,47,2008-01-24,2008,1
PS2,Sony,Harvey Birdman: Attorney at Law,63,2008-01-08,2008,1
PS2,Sony,Dance Dance Revolution: Disney Channel Edition,61,2008-01-08,2008,1
PS2,Sony,Sonic Riders: Zero Gravity,56,2008-01-08,2008,1
PS2,Sony,Yu-Gi-Oh! GX: The Beginning of Destiny,49,2008-01-08,2008,1
PS3,Sony,Skate 2,84,2009-01-21,2009,1
PS3,Sony,Cuboid,79,2009-01-08,2009,1
PS3,Sony,Bejeweled 2,74,2009-01-29,2009,1
PS3,Sony,Savage Moon,73,2009-01-29,2009,1
PS3,Sony,GTI Club + Rally Cote D'Azur,70,2009-01-15,2009,1
PS3,Sony,Magic Orbz,66,2009-01-15,2009,1
PS3,Sony,Afro Samurai,65,2009-01-27,2009,1
PS3,Sony,The Lord of the Rings: Conquest,54,2009-01-13,2009,1
PS3,Sony,MLB Front Office Manager,49,2009-01-26,2009,1
PS3,Sony,Mahjong Tales: Ancient Wisdom,47,2009-01-08,2009,1
X360,Microsoft,Skate 2,84,2009-01-21,2009,1
X360,Microsoft,The Maw,75,2009-01-21,2009,1
X360,Microsoft,Fallout 3 - Operation: Anchorage,67,2009-01-27,2009,1
X360,Microsoft,Fable II: Knothole Island,66,2009-01-13,2009,1
X360,Microsoft,Afro Samurai,65,2009-01-27,2009,1
X360,Microsoft,The Lord of the Rings: Conquest,55,2009-01-13,2009,1
X360,Microsoft,MLB Front Office Manager,47,2009-01-26,2009,1
X360,Microsoft,Interpol: The Trail of Dr. Chaos,45,2009-01-07,2009,1
X360,Microsoft,FunTown Mahjong,44,2009-01-28,2009,1
PC,PC,Football Manager Live,82,2009-01-23,2009,1
PC,PC,Mirror's Edge,81,2009-01-12,2009,1
PC,PC,Crayon Physics Deluxe,79,2009-01-07,2009,1
PC,PC,Closure,78,2009-01-01,2009,1
PC,PC,Saints Row 2,72,2009-01-05,2009,1
PC,PC,Fallout 3 - Operation: Anchorage,65,2009-01-27,2009,1
PC,PC,The Lord of the Rings: Conquest,57,2009-01-13,2009,1
WII,Nintendo,SimAnimals,58,2009-01-21,2009,1
WII,Nintendo,Rygar: The Battle of Argus,52,2009-01-28,2009,1
WII,Nintendo,Coraline,42,2009-01-27,2009,1
DS,Nintendo,Big Bang Mini,78,2009-01-21,2009,1
DS,Nintendo,Elebits: The Adventures of Kai and Zero,75,2009-01-06,2009,1
DS,Nintendo,Moon,71,2009-01-13,2009,1
DS,Nintendo,SimAnimals,70,2009-01-27,2009,1
DS,Nintendo,Personal Trainer: Math,63,2009-01-13,2009,1
DS,Nintendo,The Lord of the Rings: Conquest,61,2009-01-13,2009,1
DS,Nintendo,The Chase: Felix Meets Felicity,59,2009-01-27,2009,1
DS,Nintendo,Inkheart,39,2009-01-12,2009,1
PSP,Sony,Star Ocean: Second Evolution,75,2009-01-19,2009,1
PS2,Sony,Nobunaga's Ambition: Iron Triangle,76,2009-01-27,2009,1
PS2,Sony,Ar tonelico II: Melody of Metafalica,71,2009-01-20,2009,1
PS3,Sony,Bayonetta,87,2010-01-05,2010,1
PS3,Sony,Darksiders,82,2010-01-05,2010,1
PS3,Sony,Hustle Kings,81,2010-01-28,2010,1
PS3,Sony,MAG,76,2010-01-26,2010,1
PS3,Sony,Army of Two: The 40th Day,74,2010-01-12,2010,1
PS3,Sony,Vandal Hearts: Flames of Judgment,70,2010-01-21,2010,1
PS3,Sony,Matt Hazard: Blood Bath and Beyond,65,2010-01-07,2010,1
PS3,Sony,Dark Void,59,2010-01-19,2010,1
PS3,Sony,Assassin's Creed II: Battle of Forli,58,2010-01-28,2010,1
PS3,Sony,Borderlands: Mad Moxxi's Underdome Riot,56,2010-01-07,2010,1
PS3,Sony,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,56,2010-01-12,2010,1
X360,Microsoft,Mass Effect 2,96,2010-01-26,2010,1
X360,Microsoft,Bayonetta,90,2010-01-05,2010,1
X360,Microsoft,Darksiders,83,2010-01-05,2010,1
X360,Microsoft,Army of Two: The 40th Day,73,2010-01-12,2010,1
X360,Microsoft,Serious Sam HD: The First Encounter,69,2010-01-13,2010,1
X360,Microsoft,Vandal Hearts: Flames of Judgment,68,2010-01-20,2010,1
X360,Microsoft,Matt Hazard: Blood Bath and Beyond,63,2010-01-06,2010,1
X360,Microsoft,Divinity II: Ego Draconis,62,2010-01-06,2010,1
X360,Microsoft,Blood Bowl,61,2010-01-26,2010,1
X360,Microsoft,Dark Void,59,2010-01-19,2010,1
X360,Microsoft,KrissX,59,2010-01-27,2010,1
X360,Microsoft,Assassin's Creed II: Battle of Forli,58,2010-01-28,2010,1
X360,Microsoft,Death By Cube,56,2010-01-20,2010,1
X360,Microsoft,Dragon Age: Origins - Return to Ostagar,54,2010-01-13,2010,1
X360,Microsoft,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,54,2010-01-12,2010,1
PC,PC,Mass Effect 2,94,2010-01-26,2010,1
PC,PC,VVVVVV,81,2010-01-11,2010,1
PC,PC,Toki Tori,80,2010-01-28,2010,1
PC,PC,Divinity II: Ego Draconis,72,2010-01-05,2010,1
PC,PC,Dragon Age: Origins - Return to Ostagar,69,2010-01-13,2010,1
PC,PC,Hotel Giant 2,58,2010-01-27,2010,1
PC,PC,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,57,2010-01-15,2010,1
PC,PC,Dark Void,57,2010-01-19,2010,1
WII,Nintendo,Tatsunoko vs. Capcom: Ultimate All-Stars,85,2010-01-26,2010,1
WII,Nintendo,No More Heroes 2: Desperate Struggle,84,2010-01-26,2010,1
WII,Nintendo,The Sky Crawlers: Innocent Aces,74,2010-01-12,2010,1
WII,Nintendo,Chronos Twins DX,68,2010-01-11,2010,1
WII,Nintendo,Phoenix Wright: Ace Attorney,67,2010-01-11,2010,1
WII,Nintendo,Muscle March,62,2010-01-18,2010,1
WII,Nintendo,Fast Draw Showdown,43,2010-01-04,2010,1
DS,Nintendo,Dark Void Zero,84,2010-01-18,2010,1
DS,Nintendo,Starship Defense,82,2010-01-18,2010,1
DS,Nintendo,Bejeweled Twist,77,2010-01-18,2010,1
DS,Nintendo,Trajectile,77,2010-01-04,2010,1
DS,Nintendo,Glory of Heracles,69,2010-01-18,2010,1
DS,Nintendo,Sands of Destruction,63,2010-01-12,2010,1
PSP,Sony,Dracula: Undead Awakening,75,2010-01-28,2010,1
PSP,Sony,Silent Hill: Shattered Memories,73,2010-01-19,2010,1
PSP,Sony,Puzzle Chronicles,62,2010-01-28,2010,1
PSP,Sony,Army of Two: The 40th Day,49,2010-01-11,2010,1
PS2,Sony,Silent Hill: Shattered Memories,77,2010-01-19,2010,1
PS3,Sony,Mass Effect 2,94,2011-01-17,2011,1
PS3,Sony,LittleBigPlanet 2,91,2011-01-18,2011,1
PS3,Sony,Dead Space 2,89,2011-01-25,2011,1
PS3,Sony,Tetris,80,2011-01-04,2011,1
PS3,Sony,Dead Space: Extraction,79,2011-01-25,2011,1
PS3,Sony,Two Worlds II,70,2011-01-25,2011,1
PS3,Sony,Modern Combat: Domination,67,2011-01-18,2011,1
PS3,Sony,DC Universe Online,67,2011-01-11,2011,1
PS3,Sony,MicroBot,62,2011-01-04,2011,1
PS3,Sony,Faery: Legends of Avalon,57,2011-01-12,2011,1
PS3,Sony,Spare Parts,53,2011-01-18,2011,1
PS3,Sony,Venetica,47,2011-01-10,2011,1
PS3,Sony,Mindjack,44,2011-01-18,2011,1
X360,Microsoft,Dead Space 2,90,2011-01-25,2011,1
X360,Microsoft,ilomilo,81,2011-01-05,2011,1
X360,Microsoft,DeathSpank: Thongs of Virtue,78,2011-01-04,2011,1
X360,Microsoft,Zeit Squared,71,2011-01-12,2011,1
X360,Microsoft,Two Worlds II,67,2011-01-25,2011,1
X360,Microsoft,Breach,57,2011-01-26,2011,1
X360,Microsoft,Spare Parts,52,2011-01-19,2011,1
X360,Microsoft,Mindjack,43,2011-01-18,2011,1
X360,Microsoft,Venetica,42,2011-01-11,2011,1
PC,PC,Dead Space 2,87,2011-01-25,2011,1
PC,PC,Monday Night Combat,82,2011-01-24,2011,1
PC,PC,Bloodline Champions,79,2011-01-13,2011,1
PC,PC,Who's That Flying?!,76,2011-01-31,2011,1
PC,PC,Atom Zombie Smasher,75,2011-01-23,2011,1
PC,PC,Magicka,74,2011-01-25,2011,1
PC,PC,DC Universe Online,72,2011-01-11,2011,1
PC,PC,Breach 2011,61,2011-01-26,2011,1
PC,PC,Venetica,61,2011-01-25,2011,1
PC,PC,Edna & Harvey: The Breakout,56,2011-01-03,2011,1
PC,PC,Crasher,55,2011-01-28,2011,1
WII,Nintendo,Lost in Shadow,68,2011-01-04,2011,1
WII,Nintendo,Ghost Mania,57,2011-01-03,2011,1
WII,Nintendo,101-in-1 Sports Party Megamix,41,2011-01-13,2011,1
DS,Nintendo,Ghost Trick: Phantom Detective,83,2011-01-11,2011,1
DS,Nintendo,Plants vs. Zombies,81,2011-01-18,2011,1
DS,Nintendo,Kingdom Hearts Re:coded,66,2011-01-11,2011,1
DS,Nintendo,Sherlock Holmes and the Mystery of Osborne House,48,2011-01-04,2011,1
PSP,Sony,Legends of War: Patton's Campaign,79,2011-01-03,2011,1
PSP,Sony,Angry Birds,77,2011-01-04,2011,1
PSP,Sony,Shift Extended,76,2011-01-18,2011,1
PSP,Sony,"Prinny 2: Dawn of Operation Panties, Dood!",68,2011-01-10,2011,1
PSP,Sony,Lord of Arcana,53,2011-01-25,2011,1
PS3,Sony,SoulCalibur V,81,2012-01-31,2012,1
PS3,Sony,NFL Blitz,80,2012-01-03,2012,1
PS3,Sony,Final Fantasy XIII-2,79,2012-01-31,2012,1
PS3,Sony,Choplifter HD,71,2012-01-10,2012,1
PS3,Sony,Puddle,71,2012-01-25,2012,1
PS3,Sony,Scarygirl,66,2012-01-24,2012,1
PS3,Sony,Zack Zero,60,2012-01-17,2012,1
PS3,Sony,NeverDead,50,2012-01-31,2012,1
PS3,Sony,AMY,33,2012-01-17,2012,1
X360,Microsoft,Quarrel,79,2012-01-25,2012,1
X360,Microsoft,Final Fantasy XIII-2,79,2012-01-31,2012,1
X360,Microsoft,NFL Blitz,78,2012-01-04,2012,1
X360,Microsoft,SoulCalibur V,77,2012-01-31,2012,1
X360,Microsoft,Haunt,70,2012-01-18,2012,1
X360,Microsoft,Puddle,68,2012-01-25,2012,1
X360,Microsoft,Choplifter HD,65,2012-01-11,2012,1
X360,Microsoft,Scarygirl,63,2012-01-18,2012,1
X360,Microsoft,NeverDead,52,2012-01-31,2012,1
X360,Microsoft,Saints Row: The Third - Genki Bowl VII,49,2012-01-17,2012,1
X360,Microsoft,AMY,25,2012-01-11,2012,1
PC,PC,Dustforce,79,2012-01-17,2012,1
PC,PC,Unstoppable Gorg,73,2012-01-19,2012,1
PC,PC,King Arthur II: The Role-Playing Wargame,66,2012-01-27,2012,1
PC,PC,Choplifter HD,65,2012-01-11,2012,1
PC,PC,SOL: Exodus,57,2012-01-25,2012,1
PC,PC,Law & Order: Legacies,53,2012-01-24,2012,1
3DS,Nintendo,Mutant Mudds,80,2012-01-26,2012,1
3DS,Nintendo,ZEN Pinball 3D,79,2012-01-12,2012,1
3DS,Nintendo,Samurai Sword Destiny,50,2012-01-05,2012,1
PS3,Sony,Ni no Kuni: Wrath of the White Witch,85,2013-01-22,2013,1
PS3,Sony,DmC: Devil May Cry,85,2013-01-15,2013,1
PS3,Sony,The Cave,72,2013-01-22,2013,1
PS3,Sony,Anarchy Reigns,71,2013-01-08,2013,1
PS3,Sony,Hitman HD Trilogy,71,2013-01-29,2013,1
X360,Microsoft,DmC: Devil May Cry,86,2013-01-15,2013,1
X360,Microsoft,Skulls of the Shogun,81,2013-01-30,2013,1
X360,Microsoft,Call of Duty: Black Ops II - Revolution,75,2013-01-29,2013,1
X360,Microsoft,Anarchy Reigns,73,2013-01-08,2013,1
X360,Microsoft,Borderlands 2: Sir Hammerlock's Big Game Hunt,72,2013-01-15,2013,1
X360,Microsoft,Retro City Rampage,71,2013-01-02,2013,1
