console,company,game,metascore,fecha,ano,mes
XBOX,Microsoft,True Crime: Streets of LA,77,2003-11-03,2003,11
XBOX,Microsoft,Secret Weapons Over Normandy,77,2003-11-18,2003,11
XBOX,Microsoft,Star Wars Jedi Knight: Jedi Academy,76,2003-11-19,2003,11
XBOX,Microsoft,XIII,74,2003-11-24,2003,11
XBOX,Microsoft,Legacy of Kain: Defiance,74,2003-11-11,2003,11
XBOX,Microsoft,Midway Arcade Treasures,74,2003-11-24,2003,11
XBOX,Microsoft,Counter-Strike,74,2003-11-18,2003,11
XBOX,Microsoft,Magic: The Gathering - Battlegrounds,72,2003-11-18,2003,11
XBOX,Microsoft,NBA Inside Drive 2004,71,2003-11-18,2003,11
XBOX,Microsoft,NFL Blitz Pro,71,2003-11-04,2003,11
XBOX,Microsoft,Goblin Commander: Unleash the Horde,70,2003-11-11,2003,11
XBOX,Microsoft,Crash Nitro Kart,70,2003-11-11,2003,11
XBOX,Microsoft,Whiplash,68,2003-11-18,2003,11
XBOX,Microsoft,Medal of Honor Rising Sun,65,2003-11-11,2003,11
XBOX,Microsoft,NHL Rivals 2004,65,2003-11-18,2003,11
XBOX,Microsoft,Gladiator: Sword of Vengeance,65,2003-11-05,2003,11
XBOX,Microsoft,Battlestar Galactica,63,2003-11-19,2003,11
XBOX,Microsoft,Ford Racing 2,62,2003-11-03,2003,11
XBOX,Microsoft,Group S Challenge,57,2003-11-11,2003,11
XBOX,Microsoft,Robin Hood: Defender of the Crown,57,2003-11-11,2003,11
XBOX,Microsoft,Spawn: Armageddon,57,2003-11-21,2003,11
XBOX,Microsoft,Spy Hunter 2,57,2003-11-24,2003,11
XBOX,Microsoft,Maximum Chase,56,2003-11-06,2003,11
XBOX,Microsoft,BlowOut,55,2003-11-26,2003,11
XBOX,Microsoft,Ultimate Beach Soccer,39,2003-11-10,2003,11
XBOX,Microsoft,Terminator 3: Rise of the Machines,35,2003-11-11,2003,11
XBOX,Microsoft,Drake of the 99 Dragons,22,2003-11-03,2003,11
GBA,Nintendo,Mario & Luigi: Superstar Saga,90,2003-11-17,2003,11
GBA,Nintendo,Fire Emblem,88,2003-11-03,2003,11
GBA,Nintendo,Harvest Moon: Friends of Mineral Town,81,2003-11-17,2003,11
GBA,Nintendo,Medal of Honor Infiltrator,80,2003-11-17,2003,11
GBA,Nintendo,The Lord of the Rings: The Return of the King,77,2003-11-05,2003,11
GBA,Nintendo,Double Dragon Advance,75,2003-11-14,2003,11
GBA,Nintendo,James Bond 007: Everything or Nothing,73,2003-11-17,2003,11
GBA,Nintendo,Gekido Advance: Kintaro's Revenge,70,2003-11-25,2003,11
GBA,Nintendo,CIMA: The Enemy,70,2003-11-17,2003,11
GBA,Nintendo,Wakeboarding Unleashed Featuring Shaun Murray,67,2003-11-10,2003,11
GBA,Nintendo,Onimusha Tactics,64,2003-11-11,2003,11
GBA,Nintendo,Disney's Magical Quest 2 Starring Mickey and Minnie,63,2003-11-12,2003,11
GBA,Nintendo,SSX 3,63,2003-11-11,2003,11
GBA,Nintendo,SimCity 2000,62,2003-11-13,2003,11
GBA,Nintendo,Yu-Gi-Oh! The Sacred Cards,60,2003-11-04,2003,11
GBA,Nintendo,Terminator 3: Rise of the Machines,50,2003-11-18,2003,11
GBA,Nintendo,Looney Tunes: Back in Action,47,2003-11-11,2003,11
GBA,Nintendo,Justice League: Chronicles,43,2003-11-12,2003,11
GBA,Nintendo,Dr. Seuss' The Cat in the Hat,40,2003-11-05,2003,11
GBA,Nintendo,Dragon Ball Z: Taiketsu,40,2003-11-24,2003,11
GBA,Nintendo,Star Wars: Flight of the Falcon,39,2003-11-18,2003,11
GBA,Nintendo,Mucha Lucha! Mascaritas of the Lost Code,26,2003-11-18,2003,11
GC,Nintendo,The Legend of Zelda Collector's Edition,95,2003-11-17,2003,11
GC,Nintendo,Prince of Persia: The Sands of Time,92,2003-11-18,2003,11
GC,Nintendo,Mario Kart: Double Dash!!,87,2003-11-17,2003,11
GC,Nintendo,The Lord of the Rings: The Return of the King,84,2003-11-05,2003,11
GC,Nintendo,Need for Speed Underground,83,2003-11-17,2003,11
GC,Nintendo,FIFA Soccer 2004,83,2003-11-04,2003,11
GC,Nintendo,Metal Arms: Glitch in the System,83,2003-11-18,2003,11
GC,Nintendo,Gladius,82,2003-11-03,2003,11
GC,Nintendo,Sphinx and the Cursed Mummy,79,2003-11-10,2003,11
GC,Nintendo,True Crime: Streets of LA,77,2003-11-03,2003,11
GC,Nintendo,XIII,73,2003-11-24,2003,11
GC,Nintendo,Mario Party 5,69,2003-11-10,2003,11
GC,Nintendo,XGRA: Extreme-G Racing Association,69,2003-11-24,2003,11
GC,Nintendo,Medal of Honor: Rising Sun,68,2003-11-11,2003,11
GC,Nintendo,Go! Go! Hypergrind,67,2003-11-18,2003,11
GC,Nintendo,Crash Nitro Kart,66,2003-11-11,2003,11
GC,Nintendo,Batman: Rise of Sin Tzu,63,2003-11-11,2003,11
GC,Nintendo,The Hobbit,61,2003-11-11,2003,11
GC,Nintendo,Spawn: Armageddon,61,2003-11-21,2003,11
GC,Nintendo,Disney's Hide and Sneak,48,2003-11-30,2003,11
GC,Nintendo,Yu-Gi-Oh! The Falsebound Kingdom,44,2003-11-04,2003,11
PC,PC,Half-Life 2,96,2004-11-16,2004,11
PC,PC,World of Warcraft,93,2004-11-23,2004,11
PC,PC,Sid Meier's Pirates!,88,2004-11-22,2004,11
PC,PC,EverQuest II,83,2004-11-08,2004,11
PC,PC,Prince of Persia: Warrior Within,83,2004-11-30,2004,11
PC,PC,Need for Speed: Underground 2,82,2004-11-09,2004,11
PC,PC,Medal of Honor: Pacific Assault,80,2004-11-04,2004,11
PC,PC,Vampire: The Masquerade - Bloodlines,80,2004-11-16,2004,11
PC,PC,Return to Mysterious Island,79,2004-11-02,2004,11
PC,PC,Joint Operations: Escalation,78,2004-11-19,2004,11
PC,PC,Galactic Civilizations: Altarian Prophecy,77,2004-11-12,2004,11
PC,PC,MTX Mototrax,75,2004-11-15,2004,11
PC,PC,Immortal Cities: Children of the Nile,75,2004-11-08,2004,11
PC,PC,Blitzkrieg: Rolling Thunder,73,2004-11-30,2004,11
PC,PC,Scrapland,72,2004-11-04,2004,11
PC,PC,Zoo Tycoon 2,72,2004-11-11,2004,11
PC,PC,Space Interceptor: Project Freedom,71,2004-11-09,2004,11
PC,PC,Armies of Exigo,69,2004-11-30,2004,11
PC,PC,Sonic Heroes,66,2004-11-17,2004,11
PC,PC,Axis & Allies,65,2004-11-02,2004,11
PC,PC,Lemony Snicket's A Series of Unfortunate Events,64,2004-11-10,2004,11
PC,PC,Vendetta Online,62,2004-11-04,2004,11
PC,PC,Worms Forts: Under Siege,60,2004-11-24,2004,11
PC,PC,Alexander,56,2004-11-23,2004,11
PC,PC,I of the Dragon,55,2004-11-02,2004,11
PC,PC,CSI: Miami,54,2004-11-16,2004,11
PC,PC,Shade: Wrath of Angels,50,2004-11-02,2004,11
PC,PC,Legacy: Dark Shadows,41,2004-11-19,2004,11
DS,Nintendo,Super Mario 64 DS,85,2004-11-20,2004,11
DS,Nintendo,Feel the Magic: XY/XX,75,2004-11-16,2004,11
DS,Nintendo,Mr. Driller: Drill Spirits,70,2004-11-30,2004,11
DS,Nintendo,Madden NFL 2005,68,2004-11-17,2004,11
DS,Nintendo,The Urbz: Sims in the City,67,2004-11-17,2004,11
DS,Nintendo,Spider-Man 2,61,2004-11-16,2004,11
DS,Nintendo,Asphalt: Urban GT,60,2004-11-17,2004,11
PS2,Sony,Ratchet & Clank: Up Your Arsenal,91,2004-11-03,2004,11
PS2,Sony,Metal Gear Solid 3: Snake Eater,91,2004-11-17,2004,11
PS2,Sony,ESPN College Hoops 2K5,86,2004-11-17,2004,11
PS2,Sony,Jak 3,84,2004-11-09,2004,11
PS2,Sony,Prince of Persia: Warrior Within,83,2004-11-30,2004,11
PS2,Sony,Karaoke Revolution Volume 3,82,2004-11-09,2004,11
PS2,Sony,Need for Speed Underground 2,82,2004-11-15,2004,11
PS2,Sony,WWE SmackDown! vs. Raw,80,2004-11-02,2004,11
PS2,Sony,ATV Offroad Fury 3,78,2004-11-02,2004,11
PS2,Sony,Alien Hominid,78,2004-11-21,2004,11
PS2,Sony,NCAA March Madness 2005,78,2004-11-17,2004,11
PS2,Sony,Dragon Ball Z: Budokai 3,77,2004-11-16,2004,11
PS2,Sony,Call of Duty: Finest Hour,76,2004-11-16,2004,11
PS2,Sony,Sonic Mega Collection Plus,73,2004-11-02,2004,11
PS2,Sony,Guilty Gear Isuka,73,2004-11-02,2004,11
PS2,Sony,The Lord of the Rings: The Third Age,73,2004-11-02,2004,11
PS2,Sony,Samurai Warriors: Xtreme Legends,72,2004-11-09,2004,11
PS2,Sony,Sega SuperStars,72,2004-11-03,2004,11
PS2,Sony,EyeToy: AntiGrav,71,2004-11-09,2004,11
PS2,Sony,The Urbz: Sims in the City,70,2004-11-09,2004,11
PS2,Sony,Killzone,70,2004-11-02,2004,11
PS2,Sony,Technic Beat,67,2004-11-02,2004,11
PS2,Sony,Ghost in the Shell: Stand Alone Complex 2004,66,2004-11-08,2004,11
PS2,Sony,Rumble Roses,66,2004-11-09,2004,11
PS2,Sony,Atari Anthology,66,2004-11-22,2004,11
PS2,Sony,Gretzky NHL 2005,66,2004-11-09,2004,11
PS2,Sony,Duel Masters,66,2004-11-02,2004,11
PS2,Sony,Lemony Snicket's A Series of Unfortunate Events,63,2004-11-10,2004,11
PS2,Sony,Outlaw Golf 2,63,2004-11-25,2004,11
PS2,Sony,Crash 'N' Burn,63,2004-11-15,2004,11
PS2,Sony,Pinball Hall of Fame: The Gottlieb Collection,63,2004-11-16,2004,11
PS2,Sony,Godzilla: Save the Earth,62,2004-11-02,2004,11
PS2,Sony,Hot Wheels Stunt Track Challenge,62,2004-11-10,2004,11
PS2,Sony,World Championship Poker,60,2004-11-18,2004,11
PS2,Sony,GoldenEye: Rogue Agent,60,2004-11-22,2004,11
PS2,Sony,Spyro: A Hero's Tail,60,2004-11-03,2004,11
PS2,Sony,King Arthur,59,2004-11-17,2004,11
PS2,Sony,Tom Clancy's Ghost Recon 2,58,2004-11-30,2004,11
PS2,Sony,Capcom Fighting Evolution,57,2004-11-16,2004,11
PS2,Sony,Shaman King: Power of Spirit,54,2004-11-09,2004,11
PS2,Sony,Inuyasha: The Secret of the Cursed Mask,51,2004-11-02,2004,11
PS2,Sony,ChoroQ,48,2004-11-17,2004,11
PS2,Sony,Backyard Wrestling 2: There Goes the Neighborhood,46,2004-11-16,2004,11
PS2,Sony,The Polar Express,39,2004-11-02,2004,11
PS2,Sony,Fight Club,36,2004-11-16,2004,11
XBOX,Microsoft,Halo 2,95,2004-11-09,2004,11
XBOX,Microsoft,ESPN College Hoops 2K5,86,2004-11-17,2004,11
XBOX,Microsoft,Fatal Frame II: Crimson Butterfly Director's Cut,84,2004-11-01,2004,11
XBOX,Microsoft,Prince of Persia: Warrior Within,83,2004-11-30,2004,11
XBOX,Microsoft,Tom Clancy's Ghost Recon 2,80,2004-11-16,2004,11
XBOX,Microsoft,Karaoke Revolution,80,2004-11-10,2004,11
XBOX,Microsoft,NCAA March Madness 2005,80,2004-11-17,2004,11
XBOX,Microsoft,Dance Dance Revolution Ultramix 2,78,2004-11-18,2004,11
XBOX,Microsoft,Need for Speed Underground 2,77,2004-11-15,2004,11
XBOX,Microsoft,"The Lord of the Rings, The Third Age",75,2004-11-02,2004,11
XBOX,Microsoft,Sonic Mega Collection Plus,75,2004-11-02,2004,11
XBOX,Microsoft,Greg Hastings' Tournament Paintball,74,2004-11-16,2004,11
XBOX,Microsoft,Ultra Bust-A-Move,74,2004-11-04,2004,11
XBOX,Microsoft,Call of Duty: Finest Hour,73,2004-11-16,2004,11
XBOX,Microsoft,Forgotten Realms: Demon Stone,72,2004-11-17,2004,11
XBOX,Microsoft,The Urbz: Sims in the City,70,2004-11-09,2004,11
XBOX,Microsoft,Lemony Snicket's A Series of Unfortunate Events,70,2004-11-10,2004,11
XBOX,Microsoft,Pinball Hall of Fame - The Gottlieb Collection,70,2004-11-18,2004,11
XBOX,Microsoft,Tron 2.0: Killer App,69,2004-11-04,2004,11
XBOX,Microsoft,Atari Anthology,68,2004-11-16,2004,11
XBOX,Microsoft,Blinx 2: Masters of Time & Space,68,2004-11-18,2004,11
XBOX,Microsoft,World Championship Poker,66,2004-11-30,2004,11
XBOX,Microsoft,Crash 'N' Burn,65,2004-11-16,2004,11
XBOX,Microsoft,Spyro: A Hero's Tail,64,2004-11-03,2004,11
XBOX,Microsoft,Godzilla: Save the Earth,63,2004-11-16,2004,11
XBOX,Microsoft,Hot Wheels Stunt Track Challenge,63,2004-11-10,2004,11
XBOX,Microsoft,King Arthur,61,2004-11-16,2004,11
XBOX,Microsoft,GoldenEye: Rogue Agent,61,2004-11-22,2004,11
XBOX,Microsoft,Backyard Wrestling 2: There Goes the Neighborhood,43,2004-11-16,2004,11
XBOX,Microsoft,Fight Club,37,2004-11-16,2004,11
GBA,Nintendo,Donkey Kong Country 2,80,2004-11-15,2004,11
GBA,Nintendo,Final Fantasy I & II: Dawn of Souls,79,2004-11-29,2004,11
GBA,Nintendo,Need for Speed Underground 2,72,2004-11-15,2004,11
GBA,Nintendo,Lemony Snicket's A Series of Unfortunate Events,72,2004-11-10,2004,11
GBA,Nintendo,"The Lord of the Rings, The Third Age",67,2004-11-02,2004,11
GBA,Nintendo,Duel Masters: Kaijudo Showdown,66,2004-11-16,2004,11
GBA,Nintendo,Texas Hold 'Em Poker,49,2004-11-01,2004,11
GBA,Nintendo,Fear Factor: Unleashed,30,2004-11-17,2004,11
GC,Nintendo,Metroid Prime 2: Echoes,92,2004-11-15,2004,11
GC,Nintendo,Viewtiful Joe 2,86,2004-11-18,2004,11
GC,Nintendo,Prince of Persia: Warrior Within,83,2004-11-30,2004,11
GC,Nintendo,Mario Power Tennis,80,2004-11-08,2004,11
GC,Nintendo,Baten Kaitos: Eternal Wings and the Lost Ocean,80,2004-11-16,2004,11
GC,Nintendo,Alien Hominid,78,2004-11-23,2004,11
GC,Nintendo,The Lord of the Rings: The Third Age,74,2004-11-02,2004,11
GC,Nintendo,Call of Duty: Finest Hour,74,2004-11-16,2004,11
GC,Nintendo,The Urbz: Sims in the City,73,2004-11-09,2004,11
GC,Nintendo,Scaler,69,2004-11-17,2004,11
GC,Nintendo,Spyro: A Hero's Tail,62,2004-11-03,2004,11
GC,Nintendo,King Arthur,60,2004-11-18,2004,11
GC,Nintendo,GoldenEye: Rogue Agent,60,2004-11-22,2004,11
GC,Nintendo,MC Groovz Dance Craze,42,2004-11-22,2004,11
GC,Nintendo,The Polar Express,40,2004-11-02,2004,11
X360,Microsoft,Call of Duty 2,89,2005-11-17,2005,11
X360,Microsoft,Project Gotham Racing 3,88,2005-11-16,2005,11
X360,Microsoft,Geometry Wars: Retro Evolved,86,2005-11-22,2005,11
X360,Microsoft,Need for Speed: Most Wanted,83,2005-11-16,2005,11
X360,Microsoft,Condemned: Criminal Origins,81,2005-11-16,2005,11
X360,Microsoft,NBA 2K6,81,2005-11-16,2005,11
X360,Microsoft,Perfect Dark Zero,81,2005-11-17,2005,11
X360,Microsoft,Peter Jackson's King Kong: The Official Game of the Movie,80,2005-11-21,2005,11
X360,Microsoft,Kameo: Elements of Power,79,2005-11-07,2005,11
X360,Microsoft,Hexic HD,79,2005-11-22,2005,11
X360,Microsoft,Mutant Storm Reloaded,77,2005-11-22,2005,11
X360,Microsoft,Zuma Deluxe,77,2005-11-22,2005,11
X360,Microsoft,Outpost Kaloki X,77,2005-11-22,2005,11
X360,Microsoft,NHL 2K6,75,2005-11-16,2005,11
X360,Microsoft,Tony Hawk's American Wasteland,75,2005-11-16,2005,11
X360,Microsoft,Quake 4,75,2005-11-18,2005,11
X360,Microsoft,Smash T.V.,75,2005-11-24,2005,11
X360,Microsoft,Gun,75,2005-11-16,2005,11
X360,Microsoft,Ridge Racer 6,74,2005-11-17,2005,11
X360,Microsoft,Madden NFL 06,74,2005-11-16,2005,11
X360,Microsoft,Amped 3,72,2005-11-16,2005,11
X360,Microsoft,Tiger Woods PGA Tour 06,71,2005-11-16,2005,11
X360,Microsoft,Bejeweled 2 Deluxe,69,2005-11-22,2005,11
X360,Microsoft,Joust,68,2005-11-22,2005,11
X360,Microsoft,Bankshot Billiards 2,65,2005-11-22,2005,11
X360,Microsoft,Gauntlet,65,2005-11-22,2005,11
X360,Microsoft,NBA Live 06,64,2005-11-16,2005,11
X360,Microsoft,FIFA 06: Road to FIFA World Cup,62,2005-11-16,2005,11
PC,PC,The Movies,84,2005-11-08,2005,11
PC,PC,Need for Speed: Most Wanted,82,2005-11-15,2005,11
PC,PC,Battlefield 2: Special Forces,77,2005-11-21,2005,11
PC,PC,Peter Jackson's King Kong: The Official Game of the Movie,77,2005-11-21,2005,11
PC,PC,Gun,76,2005-11-08,2005,11
PC,PC,Taito Legends,75,2005-11-10,2005,11
PC,PC,Earth 2160,73,2005-11-16,2005,11
PC,PC,Stubbs the Zombie in Rebel Without a Pulse,72,2005-11-21,2005,11
PC,PC,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",71,2005-11-14,2005,11
PC,PC,X3: Reunion,71,2005-11-10,2005,11
PC,PC,DreamWorks Shrek SuperSlam,69,2005-11-01,2005,11
PC,PC,UFO: Aftershock,67,2005-11-23,2005,11
PC,PC,World Championship Poker 2: Featuring Howard Lederer,67,2005-11-08,2005,11
PC,PC,Harry Potter and the Goblet of Fire,66,2005-11-08,2005,11
PC,PC,Legion Arena,65,2005-11-22,2005,11
PC,PC,The Matrix: Path of Neo,64,2005-11-07,2005,11
PC,PC,Space Hack,63,2005-11-18,2005,11
PC,PC,Chrome SpecForce,62,2005-11-30,2005,11
PC,PC,"Medieval Lords: Build, Defend, Expand",57,2005-11-24,2005,11
PC,PC,Law & Order: Criminal Intent,56,2005-11-15,2005,11
PC,PC,Starship Troopers,46,2005-11-15,2005,11
DS,Nintendo,Mario Kart DS,91,2005-11-14,2005,11
DS,Nintendo,Mario & Luigi: Partners in Time,86,2005-11-28,2005,11
DS,Nintendo,Tony Hawk's American Sk8land,84,2005-11-16,2005,11
DS,Nintendo,Sonic Rush,82,2005-11-15,2005,11
DS,Nintendo,Viewtiful Joe: Double Trouble!,73,2005-11-18,2005,11
DS,Nintendo,Mega Man Battle Network 5: Double Team,68,2005-11-01,2005,11
DS,Nintendo,Harry Potter and the Goblet of Fire,68,2005-11-08,2005,11
DS,Nintendo,Dragon Ball Z: Supersonic Warriors 2,66,2005-11-20,2005,11
DS,Nintendo,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",65,2005-11-14,2005,11
DS,Nintendo,SBK: Snowboard Kids,63,2005-11-22,2005,11
DS,Nintendo,Disney's Kim Possible: Kimmunicator,61,2005-11-09,2005,11
DS,Nintendo,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,58,2005-11-01,2005,11
DS,Nintendo,Burnout Legends,38,2005-11-29,2005,11
PSP,Sony,SOCOM: U.S. Navy SEALs Fireteam Bravo,82,2005-11-08,2005,11
PSP,Sony,Infected,74,2005-11-15,2005,11
PSP,Sony,Kingdom of Paradise,72,2005-11-15,2005,11
PSP,Sony,Need for Speed: Most Wanted 5-1-0,72,2005-11-15,2005,11
PSP,Sony,Harry Potter and the Goblet of Fire,70,2005-11-15,2005,11
PSP,Sony,The Legend of Heroes: A Tear of Vermillion,68,2005-11-15,2005,11
PSP,Sony,Crash Tag Team Racing,68,2005-11-10,2005,11
PSP,Sony,PoPoLoCrois,66,2005-11-29,2005,11
PSP,Sony,The Lord of the Rings: Tactics,64,2005-11-08,2005,11
PS2,Sony,Guitar Hero,91,2005-11-07,2005,11
PS2,Sony,Dragon Quest VIII: Journey of the Cursed King,89,2005-11-15,2005,11
PS2,Sony,Star Wars: Battlefront II,84,2005-11-01,2005,11
PS2,Sony,WWE SmackDown! vs. Raw 2006,84,2005-11-14,2005,11
PS2,Sony,Peter Jackson's King Kong: The Official Game of the Movie,82,2005-11-21,2005,11
PS2,Sony,Need for Speed Most Wanted,82,2005-11-15,2005,11
PS2,Sony,Karaoke Revolution Party,78,2005-11-08,2005,11
PS2,Sony,Fatal Frame III: The Tormented,78,2005-11-08,2005,11
PS2,Sony,EyeToy: Kinetic,78,2005-11-22,2005,11
PS2,Sony,Call of Duty 2: Big Red One,77,2005-11-01,2005,11
PS2,Sony,College Hoops 2K6,77,2005-11-30,2005,11
PS2,Sony,Gun,77,2005-11-08,2005,11
PS2,Sony,Wild Arms Alter Code: F,73,2005-11-15,2005,11
PS2,Sony,Castlevania: Curse of Darkness,70,2005-11-01,2005,11
PS2,Sony,The Matrix: Path of Neo,69,2005-11-07,2005,11
PS2,Sony,From Russia With Love,69,2005-11-01,2005,11
PS2,Sony,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",68,2005-11-14,2005,11
PS2,Sony,Suikoden Tactics,68,2005-11-08,2005,11
PS2,Sony,Harry Potter and the Goblet of Fire,68,2005-11-08,2005,11
PS2,Sony,World Championship Poker 2: Featuring Howard Lederer,67,2005-11-08,2005,11
PS2,Sony,Aeon Flux,66,2005-11-15,2005,11
PS2,Sony,Magna Carta: Tears of Blood,66,2005-11-16,2005,11
PS2,Sony,Flow: Urban Dance Uprising,65,2005-11-15,2005,11
PS2,Sony,Pac-Man World 3,63,2005-11-15,2005,11
PS2,Sony,NBA 06,63,2005-11-01,2005,11
PS2,Sony,Neopets: The Darkest Faerie,61,2005-11-16,2005,11
PS2,Sony,Trapt,60,2005-11-01,2005,11
PS2,Sony,The Incredibles: Rise of the Underminer,60,2005-11-01,2005,11
PS2,Sony,True Crime: New York City,60,2005-11-15,2005,11
PS2,Sony,Dynasty Warriors 5: Xtreme Legends,57,2005-11-16,2005,11
PS2,Sony,Combat Elite: WWII Paratroopers,54,2005-11-21,2005,11
PS2,Sony,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,53,2005-11-01,2005,11
PS2,Sony,EyeToy: Operation Spy,53,2005-11-15,2005,11
PS2,Sony,50 Cent: Bulletproof,47,2005-11-17,2005,11
PS2,Sony,Without Warning,45,2005-11-01,2005,11
PS2,Sony,Shadow the Hedgehog,45,2005-11-15,2005,11
PS2,Sony,Zathura,43,2005-11-02,2005,11
XBOX,Microsoft,Half-Life 2,90,2005-11-15,2005,11
XBOX,Microsoft,Need for Speed Most Wanted,83,2005-11-15,2005,11
XBOX,Microsoft,Star Wars: Battlefront II,83,2005-11-01,2005,11
XBOX,Microsoft,Peter Jackson's King Kong: The Official Game of the Movie,82,2005-11-21,2005,11
XBOX,Microsoft,College Hoops 2K6,82,2005-11-21,2005,11
XBOX,Microsoft,Karaoke Revolution Party,80,2005-11-08,2005,11
XBOX,Microsoft,Gun,79,2005-11-08,2005,11
XBOX,Microsoft,Call of Duty 2: Big Red One,78,2005-11-01,2005,11
XBOX,Microsoft,Dance Dance Revolution Ultramix 3,75,2005-11-15,2005,11
XBOX,Microsoft,Castlevania: Curse of Darkness,74,2005-11-01,2005,11
XBOX,Microsoft,The Matrix: Path of Neo,73,2005-11-07,2005,11
XBOX,Microsoft,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",72,2005-11-14,2005,11
XBOX,Microsoft,World Championship Poker 2: Featuring Howard Lederer,71,2005-11-03,2005,11
XBOX,Microsoft,From Russia With Love,71,2005-11-01,2005,11
XBOX,Microsoft,America's Army: Rise of a Soldier,70,2005-11-17,2005,11
XBOX,Microsoft,Aeon Flux,69,2005-11-17,2005,11
XBOX,Microsoft,Harry Potter and the Goblet of Fire,68,2005-11-08,2005,11
XBOX,Microsoft,Pac-Man World 3,65,2005-11-17,2005,11
XBOX,Microsoft,Operation Flashpoint: Elite,64,2005-11-08,2005,11
XBOX,Microsoft,The Incredibles: Rise of the Underminer,63,2005-11-01,2005,11
XBOX,Microsoft,True Crime: New York City,60,2005-11-15,2005,11
XBOX,Microsoft,Combat Elite: WWII Paratroopers,56,2005-11-21,2005,11
XBOX,Microsoft,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,56,2005-11-01,2005,11
XBOX,Microsoft,50 Cent: Bulletproof,50,2005-11-17,2005,11
XBOX,Microsoft,Shadow the Hedgehog,49,2005-11-15,2005,11
XBOX,Microsoft,Zathura,48,2005-11-02,2005,11
XBOX,Microsoft,Without Warning,45,2005-11-01,2005,11
XBOX,Microsoft,Crime Life: Gang Wars,30,2005-11-22,2005,11
GBA,Nintendo,Donkey Kong Country 3,77,2005-11-07,2005,11
GBA,Nintendo,Dr. Mario / Puzzle League,74,2005-11-28,2005,11
GBA,Nintendo,It's Mr. Pants,73,2005-11-15,2005,11
GBA,Nintendo,Harry Potter and the Goblet of Fire,71,2005-11-08,2005,11
GBA,Nintendo,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",66,2005-11-14,2005,11
GBA,Nintendo,Kong: The 8th Wonder of the World,59,2005-11-21,2005,11
GBA,Nintendo,Dogz,48,2005-11-17,2005,11
GC,Nintendo,Peter Jackson's King Kong: The Official Game of the Movie,81,2005-11-21,2005,11
GC,Nintendo,Karaoke Revolution Party,80,2005-11-08,2005,11
GC,Nintendo,Need for Speed Most Wanted,80,2005-11-15,2005,11
GC,Nintendo,Gun,77,2005-11-08,2005,11
GC,Nintendo,Call of Duty 2: Big Red One,76,2005-11-01,2005,11
GC,Nintendo,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",71,2005-11-14,2005,11
GC,Nintendo,From Russia With Love,70,2005-11-15,2005,11
GC,Nintendo,Harry Potter and the Goblet of Fire,69,2005-11-08,2005,11
GC,Nintendo,The Incredibles: Rise of the Underminer,67,2005-11-01,2005,11
GC,Nintendo,Pac-Man World 3,66,2005-11-17,2005,11
GC,Nintendo,Mario Party 7,64,2005-11-07,2005,11
GC,Nintendo,Viewtiful Joe: Red Hot Rumble,62,2005-11-08,2005,11
GC,Nintendo,True Crime: New York City,59,2005-11-15,2005,11
GC,Nintendo,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,57,2005-11-01,2005,11
GC,Nintendo,Shadow the Hedgehog,51,2005-11-15,2005,11
PS3,Sony,Resistance: Fall of Man,86,2006-11-14,2006,11
PS3,Sony,Tiger Woods PGA Tour 07,81,2006-11-14,2006,11
PS3,Sony,NBA 2K7,80,2006-11-13,2006,11
PS3,Sony,Call of Duty 3,80,2006-11-14,2006,11
PS3,Sony,NHL 2K7,79,2006-11-13,2006,11
PS3,Sony,Marvel: Ultimate Alliance,78,2006-11-17,2006,11
PS3,Sony,Ridge Racer 7,78,2006-11-13,2006,11
PS3,Sony,Madden NFL 07,76,2006-11-14,2006,11
PS3,Sony,Tony Hawk's Project 8,76,2006-11-17,2006,11
PS3,Sony,Need for Speed Carbon,75,2006-11-16,2006,11
PS3,Sony,Blast Factor,68,2006-11-17,2006,11
PS3,Sony,NBA 07,63,2006-11-14,2006,11
PS3,Sony,Untold Legends: Dark Kingdom,58,2006-11-13,2006,11
PS3,Sony,Genji: Days of the Blade,55,2006-11-14,2006,11
PS3,Sony,Mobile Suit Gundam: Crossfire,33,2006-11-13,2006,11
X360,Microsoft,Gears of War,94,2006-11-07,2006,11
X360,Microsoft,Tom Clancy's Rainbow Six Vegas,88,2006-11-20,2006,11
X360,Microsoft,The Elder Scrolls IV - Knights of the Nine,86,2006-11-21,2006,11
X360,Microsoft,Viva Pinata,84,2006-11-09,2006,11
X360,Microsoft,Call of Duty 3,82,2006-11-07,2006,11
X360,Microsoft,College Hoops 2K7,82,2006-11-20,2006,11
X360,Microsoft,Tony Hawk's Project 8,81,2006-11-07,2006,11
X360,Microsoft,WWE SmackDown vs. Raw 2007,81,2006-11-14,2006,11
