console,company,game,userscore,fecha,ano,mes
PC,PC,Hostile Waters: Antaeus Rising,7.6,2001-06-13,2001,6
PC,PC,Emperor: Battle for Dune,8.2,2001-06-12,2001,6
PC,PC,Anachronox,8.2,2001-06-27,2001,6
PC,PC,Worms World Party,7.7,2001-06-16,2001,6
PC,PC,Anarchy Online,7.4,2001-06-26,2001,6
PC,PC,Half-Life: Blue Shift,8.2,2001-06-11,2001,6
PC,PC,Leadfoot,7.6,2001-06-01,2001,6
PC,PC,Alone in the Dark: The New Nightmare,7.7,2001-06-25,2001,6
PC,PC,Gangsters 2: Vendetta,7.7,2001-06-05,2001,6
PC,PC,World War II Online: Blitzkrieg,7.1,2001-06-04,2001,6
PC,PC,Legends of Might and Magic,7.7,2001-06-18,2001,6
PS2,Sony,Twisted Metal: Black,8.6,2001-06-18,2001,6
PS2,Sony,NBA Street,8.4,2001-06-18,2001,6
PS2,Sony,Escape from Monkey Island,8.2,2001-06-18,2001,6
PS2,Sony,Bloody Roar 3,8.5,2001-06-25,2001,6
PS2,Sony,Fur Fighters: Viggo's Revenge,7.3,2001-06-03,2001,6
PS2,Sony,Motor Mayhem: Vehicular Combat League,6.5,2001-06-20,2001,6
PS2,Sony,WarJetz,5.5,2001-06-27,2001,6
GBA,Nintendo,Castlevania: Circle of the Moon,8.5,2001-06-10,2001,6
GBA,Nintendo,F-Zero: Maximum Velocity,8.2,2001-06-12,2001,6
GBA,Nintendo,Super Mario Advance,7.3,2001-06-10,2001,6
GBA,Nintendo,Rayman Advance,8.4,2001-06-10,2001,6
GBA,Nintendo,ChuChu Rocket!,8.7,2001-06-10,2001,6
GBA,Nintendo,Namco Museum,7.3,2001-06-10,2001,6
GBA,Nintendo,Earthworm Jim,5.9,2001-06-10,2001,6
DC,Sega,Sonic Adventure 2,8.5,2001-06-18,2001,6
DC,Sega,Worms World Party,8.1,2001-06-03,2001,6
PS,Sony,Final Fantasy Chronicles,9.4,2001-06-29,2001,6
PS,Sony,Alone in the Dark: The New Nightmare,8.2,2001-06-18,2001,6
PS,Sony,Disney's Atlantis: The Lost Empire,8.6,2001-06-14,2001,6
PS,Sony,Time Crisis: Project Titan,6.9,2001-06-20,2001,6
PC,PC,Max Payne,9.1,2001-07-23,2001,7
PC,PC,The Corporate Machine,7.5,2001-07-14,2001,7
PC,PC,MechCommander 2,8.2,2001-07-18,2001,7
PC,PC,Star Trek Starfleet Command: Orion Pirates,7.6,2001-07-01,2001,7
PC,PC,Desperados: Wanted Dead or Alive,8.8,2001-07-23,2001,7
PC,PC,Atari Anniversary Edition,7.3,2001-07-09,2001,7
PC,PC,The Sting!,7.7,2001-07-01,2001,7
PC,PC,Eurofighter Typhoon,7.2,2001-07-30,2001,7
PC,PC,Majestic,7.4,2001-07-31,2001,7
PC,PC,Empire of the Ants,7.0,2001-07-17,2001,7
PS2,Sony,Gran Turismo 3: A-Spec,8.4,2001-07-09,2001,7
PS2,Sony,Klonoa 2: Lunatea's Veil,9.0,2001-07-25,2001,7
PS2,Sony,NCAA Football 2002,8.5,2001-07-23,2001,7
PS2,Sony,MX 2002 Featuring Ricky Carmichael,8.5,2001-07-03,2001,7
PS2,Sony,Rugby,7.6,2001-07-16,2001,7
PS2,Sony,Extermination,7.8,2001-07-23,2001,7
PS2,Sony,City Crisis,6.2,2001-07-17,2001,7
PS2,Sony,Rune: Viking Warlord,7.6,2001-07-28,2001,7
PS2,Sony,Dark Angel: Vampire Apocalypse,5.6,2001-07-08,2001,7
PS2,Sony,Ephemeral Fantasia,6.3,2001-07-09,2001,7
GBA,Nintendo,Pac-Man Collection,7.7,2001-07-12,2001,7
GBA,Nintendo,Jurassic Park III: The DNA Factor,4.7,2001-07-16,2001,7
DC,Sega,Outtrigger,8.3,2001-07-24,2001,7
DC,Sega,Soldier of Fortune,8.7,2001-07-24,2001,7
DC,Sega,Floigan Bros. Episode 1,7.2,2001-07-30,2001,7
PC,PC,Shogun: Total War Warlord Edition,8.8,2001-08-13,2001,8
PC,PC,Operation Flashpoint: Cold War Crisis,8.8,2001-08-30,2001,8
PC,PC,Independence War 2: Edge of Chaos,8.0,2001-08-22,2001,8
PC,PC,Arcanum: Of Steamworks and Magick Obscura,8.7,2001-08-22,2001,8
PC,PC,Conquest: Frontier Wars,8.5,2001-08-14,2001,8
PC,PC,Shattered Galaxy,7.9,2001-08-21,2001,8
PC,PC,Madden NFL 2002,6.8,2001-08-20,2001,8
PC,PC,Dragonriders: Chronicles of Pern,5.8,2001-08-13,2001,8
PS2,Sony,Madden NFL 2002,7.4,2001-08-19,2001,8
PS2,Sony,Resident Evil Code: Veronica X,8.5,2001-08-21,2001,8
PS2,Sony,XGIII: Extreme G Racing,8.2,2001-08-21,2001,8
PS2,Sony,Dave Mirra Freestyle BMX 2,8.5,2001-08-27,2001,8
PS2,Sony,Armored Core 2: Another Age,8.5,2001-08-20,2001,8
PS2,Sony,Le Mans 24 Hours,7.6,2001-08-13,2001,8
PS2,Sony,Gallop Racer 2001,8.7,2001-08-20,2001,8
PS2,Sony,Test Drive Off-Road Wide Open,7.6,2001-08-24,2001,8
PS2,Sony,Gadget Racers,7.4,2001-08-21,2001,8
PS2,Sony,Stretch Panic,7.8,2001-08-28,2001,8
PS2,Sony,ESPN X Games Skateboarding,7.7,2001-08-13,2001,8
PS2,Sony,Mobile Suit Gundam: Journey to Jaburo,8.2,2001-08-06,2001,8
GBA,Nintendo,Mario Kart Super Circuit,8.2,2001-08-26,2001,8
N64,Nintendo,Tony Hawk's Pro Skater 2,8.8,2001-08-21,2001,8
DC,Sega,NCAA College Football 2K2,8.2,2001-08-29,2001,8
DC,Sega,The Last Blade 2: Heart of the Samurai,7.7,2001-08-06,2001,8
DC,Sega,Sega Bass Fishing 2,8.3,2001-08-21,2001,8
DC,Sega,Alien Front Online,8.2,2001-08-09,2001,8
DC,Sega,Virtua Athlete 2000,7.3,2001-08-10,2001,8
DC,Sega,Death Crimson OX,4.5,2001-08-05,2001,8
PS,Sony,Madden NFL 2002,8.0,2001-08-13,2001,8
PS,Sony,Saiyuki: Journey West,7.1,2001-08-13,2001,8
PS,Sony,NFL GameDay 2002,8.8,2001-08-06,2001,8
PC,PC,Dark Age of Camelot,7.9,2001-09-01,2001,9
PC,PC,NHL 2002,7.9,2001-09-17,2001,9
PC,PC,Commandos 2: Men of Courage,8.8,2001-09-20,2001,9
PC,PC,Monopoly Tycoon,7.7,2001-09-24,2001,9
PC,PC,Rails Across America,7.0,2001-09-18,2001,9
PC,PC,Red Faction,8.1,2001-09-17,2001,9
PC,PC,The Typing of the Dead,7.7,2001-09-23,2001,9
PC,PC,Trade Empires,7.2,2001-09-17,2001,9
PC,PC,Ultimate Ride,7.0,2001-09-30,2001,9
PC,PC,Spider-Man,8.3,2001-09-17,2001,9
PC,PC,Throne of Darkness,8.5,2001-09-24,2001,9
PC,PC,Pool of Radiance: Ruins of Myth Drannor,5.9,2001-09-28,2001,9
PC,PC,Real War,5.7,2001-09-24,2001,9
PC,PC,Planet of the Apes,4.2,2001-09-19,2001,9
PS2,Sony,NHL 2002,8.5,2001-09-24,2001,9
PS2,Sony,ICO,8.8,2001-09-24,2001,9
PS2,Sony,Silent Hill 2,9.0,2001-09-24,2001,9
PS2,Sony,Spy Hunter,8.0,2001-09-24,2001,9
PS2,Sony,Guilty Gear X,7.8,2001-09-30,2001,9
PS2,Sony,NHL Hitz 20-02,7.6,2001-09-24,2001,9
PS2,Sony,Monster Rancher 3,8.5,2001-09-24,2001,9
PS2,Sony,Formula One 2001,6.0,2001-09-24,2001,9
PS2,Sony,Kessen II,8.1,2001-09-26,2001,9
PS2,Sony,NFL Quarterback Club 2002,7.8,2001-09-05,2001,9
PS2,Sony,Casper: Spirit Dimensions,3.5,2001-09-30,2001,9
PS2,Sony,BASS Strike,5.8,2001-09-26,2001,9
PS2,Sony,Portal Runner,6.7,2001-09-10,2001,9
PS2,Sony,Arctic Thunder,5.3,2001-09-17,2001,9
GBA,Nintendo,Advance Wars,9.0,2001-09-09,2001,9
GBA,Nintendo,Spider-Man: Mysterio's Menace,7.8,2001-09-19,2001,9
GBA,Nintendo,Final Fight One,7.9,2001-09-26,2001,9
GBA,Nintendo,Dexter's Laboratory: Deesaster Strikes!,7.3,2001-09-26,2001,9
DC,Sega,NFL 2K2,7.9,2001-09-19,2001,9
DC,Sega,Ooga Booga,8.5,2001-09-13,2001,9
DC,Sega,Phantasy Star Online Ver. 2,8.6,2001-09-24,2001,9
DC,Sega,Alone in the Dark: The New Nightmare,7.8,2001-09-24,2001,9
DC,Sega,Heavy Metal: Geomatrix,5.8,2001-09-13,2001,9
PS,Sony,Tales of Destiny II,8.4,2001-09-10,2001,9
PS,Sony,Dance Dance Revolution Disney Mix,8.3,2001-09-17,2001,9
PS,Sony,Looney Tunes: Sheep Raider,8.6,2001-09-27,2001,9
PS,Sony,X-Men: Mutant Academy 2,8.4,2001-09-17,2001,9
PS,Sony,The Weakest Link,7.2,2001-09-24,2001,9
PC,PC,Sid Meier's Civilization III,8.4,2001-10-30,2001,10
PC,PC,Flight Simulator 2002,8.1,2001-10-19,2001,10
PC,PC,Command & Conquer: Red Alert 2 - Yuri's Revenge,8.9,2001-10-10,2001,10
PC,PC,Aliens Versus Predator 2,8.7,2001-10-31,2001,10
PC,PC,Stronghold,8.9,2001-10-21,2001,10
PC,PC,F1 2001,6.9,2001-10-14,2001,10
PC,PC,MechWarrior 4: Black Knight Expansion,7.1,2001-10-31,2001,10
PC,PC,FIFA Soccer 2002,7.7,2001-10-29,2001,10
PC,PC,Patrician II: Quest for Power,7.2,2001-10-08,2001,10
PC,PC,Myth III: The Wolf Age,7.0,2001-10-30,2001,10
PC,PC,Uplink: Hacker Elite,8.1,2001-10-09,2001,10
PC,PC,Beyond Atlantis II,7.5,2001-10-24,2001,10
PC,PC,Motor City Online,5.9,2001-10-29,2001,10
PC,PC,Mat Hoffman's Pro BMX,6.6,2001-10-23,2001,10
PC,PC,Project Eden,7.7,2001-10-08,2001,10
PC,PC,Ballistics,7.4,2001-10-22,2001,10
PC,PC,Magic & Mayhem: The Art of Magic,7.0,2001-10-26,2001,10
PC,PC,World War III: Black Gold,6.5,2001-10-16,2001,10
PC,PC,Zax: The Alien Hunter,7.0,2001-10-09,2001,10
PC,PC,4x4 EVO 2,7.4,2001-10-30,2001,10
PC,PC,Zoo Tycoon 2001,7.7,2001-10-17,2001,10
PC,PC,Tom Clancy's Rainbow Six Rogue Spear: Black Thorn,5.4,2001-10-31,2001,10
PC,PC,Conflict Zone,6.0,2001-10-31,2001,10
PC,PC,Deadly Dozen,7.5,2001-10-31,2001,10
PC,PC,Supercar Street Challenge,4.4,2001-10-30,2001,10
PC,PC,Jekyll & Hyde 2001,7.2,2001-10-09,2001,10
PS2,Sony,Tony Hawk's Pro Skater 3,7.5,2001-10-28,2001,10
PS2,Sony,Grand Theft Auto III,8.5,2001-10-22,2001,10
PS2,Sony,Devil May Cry,8.6,2001-10-16,2001,10
PS2,Sony,NASCAR Thunder 2002,8.5,2001-10-15,2001,10
PS2,Sony,F1 2001,8.4,2001-10-01,2001,10
PS2,Sony,Time Crisis II,7.9,2001-10-01,2001,10
PS2,Sony,Soul Reaver 2,8.5,2001-10-31,2001,10
PS2,Sony,Kinetica,8.3,2001-10-14,2001,10
PS2,Sony,Smuggler's Run 2: Hostile Territory,8.7,2001-10-30,2001,10
PS2,Sony,Project Eden,7.8,2001-10-22,2001,10
PS2,Sony,NBA Live 2002,7.4,2001-10-29,2001,10
PS2,Sony,Okage: Shadow King,8.5,2001-10-01,2001,10
PS2,Sony,MXRider,7.3,2001-10-30,2001,10
PS2,Sony,Batman: Vengeance,6.8,2001-10-15,2001,10
PS2,Sony,Crash Bandicoot: The Wrath of Cortex,7.2,2001-10-29,2001,10
PS2,Sony,Thunderstrike: Operation Phoenix,8.1,2001-10-15,2001,10
PS2,Sony,Top Gun: Combat Zones,3.3,2001-10-21,2001,10
PS2,Sony,Sunny Garcia Surfing,7.9,2001-10-22,2001,10
PS2,Sony,Yanya Caballista: City Skater,6.3,2001-10-01,2001,10
PS2,Sony,Supercar Street Challenge,7.2,2001-10-22,2001,10
PS2,Sony,The Mummy Returns,7.0,2001-10-03,2001,10
XBOX,Microsoft,Madden NFL 2002,8.4,2001-10-29,2001,10
GBA,Nintendo,Super Street Fighter II: Turbo Revival,7.8,2001-10-30,2001,10
GBA,Nintendo,Doom,8.4,2001-10-28,2001,10
GBA,Nintendo,Mega Man Battle Network,8.3,2001-10-30,2001,10
GBA,Nintendo,Spyro: Season of Ice,7.9,2001-10-29,2001,10
DC,Sega,NBA 2K2,7.3,2001-10-24,2001,10
DC,Sega,Tennis 2K2,8.2,2001-10-24,2001,10
DC,Sega,Bomberman Online,8.3,2001-10-30,2001,10
PS,Sony,Tony Hawk's Pro Skater 3,8.1,2001-10-29,2001,10
PS,Sony,Dragon Warrior VII,8.4,2001-10-31,2001,10
PS,Sony,Spider-Man 2: Enter: Electro,8.4,2001-10-19,2001,10
PS,Sony,NASCAR Thunder 2002,6.9,2001-10-02,2001,10
PS,Sony,Castlevania Chronicles,6.5,2001-10-08,2001,10
PS,Sony,"Monsters, Inc. Scream Team",6.9,2001-10-30,2001,10
PC,PC,IL-2 Sturmovik,8.7,2001-11-18,2001,11
PC,PC,Return to Castle Wolfenstein,8.7,2001-11-19,2001,11
PC,PC,Europa Universalis II,8.8,2001-11-12,2001,11
PC,PC,Wizardry 8,8.3,2001-11-14,2001,11
PC,PC,The Sims: Hot Date,7.7,2001-11-12,2001,11
PC,PC,Rally Trophy,7.4,2001-11-20,2001,11
PC,PC,Battle Realms,8.5,2001-11-07,2001,11
PC,PC,Gothic,8.7,2001-11-23,2001,11
PC,PC,Empire Earth,8.3,2001-11-12,2001,11
PC,PC,Tom Clancy's Ghost Recon,8.0,2001-11-13,2001,11
PC,PC,Asheron's Call Dark Majesty,7.3,2001-11-04,2001,11
PC,PC,Kohan: Ahriman's Gift,8.7,2001-11-05,2001,11
PC,PC,Etherlords,7.6,2001-11-12,2001,11
PC,PC,Legacy of Kain: Soul Reaver 2,8.8,2001-11-20,2001,11
PC,PC,Star Wars Galactic Battlegrounds,8.2,2001-11-11,2001,11
PC,PC,Comanche 4,7.7,2001-11-12,2001,11
PC,PC,Silent Hunter II,7.4,2001-11-05,2001,11
PC,PC,Battlecruiser Millennium,4.6,2001-11-18,2001,11
PC,PC,AquaNox,7.7,2001-11-19,2001,11
PC,PC,Star Trek: Armada II,7.7,2001-11-12,2001,11
PC,PC,Harry Potter and the Sorcerer's Stone,7.7,2001-11-15,2001,11
PC,PC,S.W.I.N.E.,8.0,2001-11-19,2001,11
PC,PC,Tennis Masters Series,7.5,2001-11-18,2001,11
PC,PC,Takeda,7.1,2001-11-14,2001,11
PC,PC,Codename: Outbreak,7.5,2001-11-24,2001,11
PC,PC,Gorasul: Legacy of the Dragon,5.6,2001-11-26,2001,11
PC,PC,Survivor 2001,2.6,2001-11-12,2001,11
PS2,Sony,Metal Gear Solid 2: Sons of Liberty,8.8,2001-11-12,2001,11
PS2,Sony,SSX Tricky,8.9,2001-11-05,2001,11
PS2,Sony,Ace Combat 04: Shattered Skies,8.9,2001-11-01,2001,11
PS2,Sony,Half-Life,8.5,2001-11-11,2001,11
PS2,Sony,NFL 2K2,7.5,2001-11-19,2001,11
PS2,Sony,Splashdown,8.2,2001-11-05,2001,11
PS2,Sony,Frequency,8.6,2001-11-19,2001,11
PS2,Sony,FIFA Soccer 2002,6.3,2001-11-01,2001,11
PS2,Sony,Capcom vs. SNK 2: Mark of the Millennium 2001,8.0,2001-11-06,2001,11
PS2,Sony,Burnout,7.8,2001-11-01,2001,11
PS2,Sony,Dynasty Warriors 3,8.8,2001-11-26,2001,11
PS2,Sony,Harvest Moon: Save the Homeland,8.7,2001-11-22,2001,11
PS2,Sony,WWF SmackDown! Just Bring It,7.3,2001-11-18,2001,11
PS2,Sony,Victorious Boxers: Ippo's Road to Glory,8.0,2001-11-05,2001,11
PS2,Sony,James Bond 007: Agent Under Fire,7.9,2001-11-13,2001,11
PS2,Sony,Tsugunai: Atonement,8.5,2001-11-29,2001,11
PS2,Sony,Vampire Night,7.8,2001-11-14,2001,11
PS2,Sony,Shaun Palmer's Pro Snowboarder,8.7,2001-11-13,2001,11
PS2,Sony,The Simpsons Road Rage,7.5,2001-11-24,2001,11
PS2,Sony,Wave Rally,4.5,2001-11-26,2001,11
PS2,Sony,18 Wheeler: American Pro Trucker,5.6,2001-11-14,2001,11
PS2,Sony,Disney's Tarzan Untamed,7.1,2001-11-14,2001,11
PS2,Sony,Soldier of Fortune: Gold Edition,6.8,2001-11-11,2001,11
PS2,Sony,NCAA Final Four 2002,6.5,2001-11-12,2001,11
PS2,Sony,Dragon Rage,6.3,2001-11-27,2001,11
PS2,Sony,Stunt GP,8.4,2001-11-13,2001,11
PS2,Sony,Driven,3.0,2001-11-06,2001,11
PS2,Sony,Jeremy McGrath Supercross World,3.4,2001-11-15,2001,11
XBOX,Microsoft,Halo: Combat Evolved,8.6,2001-11-14,2001,11
XBOX,Microsoft,Dead or Alive 3,8.5,2001-11-14,2001,11
XBOX,Microsoft,Project Gotham Racing,8.2,2001-11-14,2001,11
XBOX,Microsoft,F1 2001,5.5,2001-11-18,2001,11
XBOX,Microsoft,Oddworld: Munch's Oddysee,8.6,2001-11-06,2001,11
XBOX,Microsoft,NFL Fever 2002,8.3,2001-11-14,2001,11
XBOX,Microsoft,NHL Hitz 20-02,8.7,2001-11-14,2001,11
XBOX,Microsoft,Amped: Freestyle Snowboarding,8.3,2001-11-19,2001,11
XBOX,Microsoft,Tony Hawk's Pro Skater 2x,8.8,2001-11-14,2001,11
XBOX,Microsoft,Dave Mirra Freestyle BMX 2,8.2,2001-11-28,2001,11
XBOX,Microsoft,NBA Live 2002,7.5,2001-11-18,2001,11
XBOX,Microsoft,Star Wars Starfighter: Special Edition,8.3,2001-11-26,2001,11
XBOX,Microsoft,Fuzion Frenzy,6.8,2001-11-14,2001,11
XBOX,Microsoft,Cel Damage,8.4,2001-11-14,2001,11
XBOX,Microsoft,Mad Dash Racing,7.4,2001-11-14,2001,11
XBOX,Microsoft,Test Drive Off-Road Wide Open,8.3,2001-11-14,2001,11
XBOX,Microsoft,AirForce Delta Storm,7.1,2001-11-14,2001,11
XBOX,Microsoft,4x4 EVO 2,6.2,2001-11-14,2001,11
XBOX,Microsoft,Arctic Thunder,6.0,2001-11-15,2001,11
XBOX,Microsoft,Azurik: Rise of Perathia,7.8,2001-11-25,2001,11
XBOX,Microsoft,Shrek,4.3,2001-11-14,2001,11
XBOX,Microsoft,Kabuki Warriors,2.5,2001-11-19,2001,11
GBA,Nintendo,Golden Sun,9.0,2001-11-11,2001,11
GBA,Nintendo,Wario Land 4,8.6,2001-11-18,2001,11
GBA,Nintendo,Ecks vs. Sever,8.0,2001-11-27,2001,11
GBA,Nintendo,Jackie Chan Adventures,8.0,2001-11-06,2001,11
GBA,Nintendo,Harry Potter and the Sorcerer's Stone,7.9,2001-11-15,2001,11
DC,Sega,Shenmue II,9.1,2001-11-23,2001,11
GC,Nintendo,Tony Hawk's Pro Skater 3,8.8,2001-11-13,2001,11
GC,Nintendo,Star Wars Rogue Leader: Rogue Squadron II,8.5,2001-11-09,2001,11
GC,Nintendo,Madden NFL 2002,7.5,2001-11-17,2001,11
GC,Nintendo,Super Monkey Ball,8.1,2001-11-17,2001,11
GC,Nintendo,XGIII: Extreme G Racing,7.8,2001-11-27,2001,11
GC,Nintendo,FIFA Soccer 2002,8.0,2001-11-21,2001,11
GC,Nintendo,Wave Race: Blue Storm,8.3,2001-11-17,2001,11
GC,Nintendo,NHL Hitz 20-02,8.6,2001-11-17,2001,11
GC,Nintendo,Luigi's Mansion,8.5,2001-11-17,2001,11
GC,Nintendo,Dave Mirra Freestyle BMX 2,7.7,2001-11-17,2001,11
GC,Nintendo,Batman: Vengeance,5.8,2001-11-17,2001,11
GC,Nintendo,Crazy Taxi,7.4,2001-11-17,2001,11
GC,Nintendo,All-Star Baseball 2002,5.6,2001-11-17,2001,11
GC,Nintendo,Disney's Tarzan Untamed,7.4,2001-11-17,2001,11
PS,Sony,FIFA Soccer 2002,5.0,2001-11-01,2001,11
PS,Sony,Syphon Filter 3,8.5,2001-11-05,2001,11
PS,Sony,Harry Potter and the Sorcerer's Stone,7.5,2001-11-15,2001,11
PS,Sony,Men in Black - The Series: Crashdown,5.8,2001-11-01,2001,11
PS,Sony,Twisted Metal Small Brawl,7.5,2001-11-26,2001,11
PC,PC,EverQuest: The Shadows of Luclin,7.2,2001-12-02,2001,12
PC,PC,Capitalism II,8.8,2001-12-16,2001,12
PC,PC,Original War,8.8,2001-12-03,2001,12
PC,PC,Frank Herbert's Dune,3.6,2001-12-14,2001,12
PS2,Sony,Final Fantasy X,8.9,2001-12-17,2001,12
PS2,Sony,Jak and Daxter: The Precursor Legacy,8.8,2001-12-03,2001,12
PS2,Sony,Baldur's Gate: Dark Alliance,8.3,2001-12-02,2001,12
PS2,Sony,Max Payne,8.4,2001-12-06,2001,12
PS2,Sony,Giants: Citizen Kabuto,6.9,2001-12-20,2001,12
PS2,Sony,Jade Cocoon 2,7.8,2001-12-17,2001,12
PS2,Sony,Shadow Hearts,8.9,2001-12-11,2001,12
PS2,Sony,Namco Museum,6.7,2001-12-04,2001,12
PS2,Sony,Wizardry: Tale of the Forsaken Land,7.9,2001-12-19,2001,12
PS2,Sony,Legends of Wrestling,8.2,2001-12-03,2001,12
PS2,Sony,Star Trek: Voyager Elite Force,6.4,2001-12-06,2001,12
PS2,Sony,NFL GameDay 2002,4.6,2001-12-03,2001,12
PS2,Sony,Jonny Moseley Mad Trix,5.7,2001-12-26,2001,12
PS2,Sony,The Legend of Alon D'ar,6.7,2001-12-04,2001,12
XBOX,Microsoft,NHL 2002,8.8,2001-12-10,2001,12
XBOX,Microsoft,Max Payne,8.2,2001-12-12,2001,12
XBOX,Microsoft,SSX Tricky,8.7,2001-12-10,2001,12
XBOX,Microsoft,Silent Hill 2: Restless Dreams,8.5,2001-12-20,2001,12
XBOX,Microsoft,Blood Wake,7.6,2001-12-25,2001,12
XBOX,Microsoft,Batman: Vengeance,5.4,2001-12-18,2001,12
XBOX,Microsoft,The Simpsons Road Rage,8.3,2001-12-01,2001,12
XBOX,Microsoft,Star Wars: Obi-Wan,5.9,2001-12-19,2001,12
GBA,Nintendo,Breath of Fire,7.5,2001-12-13,2001,12
GBA,Nintendo,Mortal Kombat Advance,2.0,2001-12-12,2001,12
GC,Nintendo,Super Smash Bros. Melee,9.1,2001-12-02,2001,12
GC,Nintendo,Pikmin,8.7,2001-12-02,2001,12
GC,Nintendo,SSX Tricky,8.5,2001-12-02,2001,12
GC,Nintendo,The Simpsons Road Rage,7.7,2001-12-17,2001,12
GC,Nintendo,Universal Studios Theme Parks Adventure,2.9,2001-12-18,2001,12
PS,Sony,Mega Man X6,6.8,2001-12-04,2001,12
PS,Sony,Hoshigami: Ruining Blue Earth,8.7,2001-12-20,2001,12
PC,PC,Medal of Honor: Allied Assault,8.6,2002-01-20,2002,1
PC,PC,Sid Meier's SimGolf,7.6,2002-01-23,2002,1
PC,PC,Disciples II: Dark Prophecy,8.7,2002-01-22,2002,1
PC,PC,Black & White: Creature Isle,7.3,2002-01-21,2002,1
PC,PC,Star Wars: Starfighter,6.3,2002-01-20,2002,1
PC,PC,Moto Racer 3,7.5,2002-01-31,2002,1
PC,PC,The Cameron Files: The Secret at Loch Ness,5.8,2002-01-24,2002,1
PC,PC,Darkened Skye,6.9,2002-01-27,2002,1
PS2,Sony,NBA 2K2,7.8,2002-01-12,2002,1
PS2,Sony,Rez,8.2,2002-01-07,2002,1
PS2,Sony,Drakan: The Ancients' Gates,9.0,2002-01-28,2002,1
PS2,Sony,MotoGP 2,7.8,2002-01-22,2002,1
PS2,Sony,Mobile Suit Gundam: Zeonic Front,8.7,2002-01-15,2002,1
PS2,Sony,Grandia II,8.8,2002-01-28,2002,1
PS2,Sony,AirBlade,5.8,2002-01-28,2002,1
PS2,Sony,PaRappa the Rapper 2,7.3,2002-01-23,2002,1
PS2,Sony,ESPN Winter X-Games Snowboarding 2002,7.9,2002-01-14,2002,1
PS2,Sony,Forever Kingdom,8.4,2002-01-21,2002,1
PS2,Sony,NCAA March Madness 2002,5.2,2002-01-07,2002,1
PS2,Sony,Salt Lake 2002,4.2,2002-01-29,2002,1
PS2,Sony,GoDai: Elemental Force,3.8,2002-01-21,2002,1
XBOX,Microsoft,Genma Onimusha,8.7,2002-01-28,2002,1
XBOX,Microsoft,NBA Inside Drive 2002,7.8,2002-01-21,2002,1
XBOX,Microsoft,Nightcaster,5.7,2002-01-21,2002,1
GBA,Nintendo,Tekken Advance,7.9,2002-01-28,2002,1
GC,Nintendo,NBA Courtside 2002,7.4,2002-01-13,2002,1
GC,Nintendo,Cel Damage,7.1,2002-01-07,2002,1
PC,PC,NASCAR Racing 2002 Season,5.8,2002-02-14,2002,2
PC,PC,Out of the Park Baseball 4,6.9,2002-02-28,2002,2
PC,PC,Serious Sam: The Second Encounter,8.6,2002-02-04,2002,2
PC,PC,Tiger Woods PGA Tour 2002,5.8,2002-02-24,2002,2
PC,PC,Star Trek Bridge Commander,7.6,2002-02-27,2002,2
PC,PC,Trainz,7.2,2002-02-10,2002,2
PC,PC,Tropico: Paradise Island,8.0,2002-02-03,2002,2
PC,PC,Command & Conquer: Renegade,8.0,2002-02-27,2002,2
PC,PC,Destroyer Command,7.4,2002-02-17,2002,2
PC,PC,Mall Tycoon,5.5,2002-02-03,2002,2
PS2,Sony,High Heat Major League Baseball 2003,7.9,2002-02-09,2002,2
PS2,Sony,Maximo: Ghosts to Glory,8.7,2002-02-11,2002,2
PS2,Sony,Gitaroo Man,8.7,2002-02-19,2002,2
PS2,Sony,All-Star Baseball 2003,8.4,2002-02-26,2002,2
PS2,Sony,Tiger Woods PGA Tour 2002,7.6,2002-02-24,2002,2
PS2,Sony,World Tour Soccer 2002,7.5,2002-02-17,2002,2
PS2,Sony,NFL Blitz 20-02,8.9,2002-02-06,2002,2
PS2,Sony,Star Wars: Racer Revenge,8.2,2002-02-11,2002,2
PS2,Sony,Pac-Man World 2,7.8,2002-02-24,2002,2
PS2,Sony,Pirates: The Legend of Black Kat,8.4,2002-02-17,2002,2
PS2,Sony,State of Emergency,6.2,2002-02-12,2002,2
PS2,Sony,EOE: Eve of Extinction,7.2,2002-02-26,2002,2
XBOX,Microsoft,NBA 2K2,7.6,2002-02-27,2002,2
XBOX,Microsoft,JSRF: Jet Set Radio Future,8.3,2002-02-25,2002,2
XBOX,Microsoft,All-Star Baseball 2003,8.1,2002-02-25,2002,2
XBOX,Microsoft,Wreckless: The Yakuza Missions,5.4,2002-02-04,2002,2
XBOX,Microsoft,WWF Raw,6.1,2002-02-11,2002,2
XBOX,Microsoft,Circus Maximus: Chariot Wars,5.6,2002-02-24,2002,2
GBA,Nintendo,Super Mario World: Super Mario Advance 2,8.9,2002-02-09,2002,2
GBA,Nintendo,Sonic Advance,8.1,2002-02-03,2002,2
GBA,Nintendo,Puyo Pop,7.2,2002-02-11,2002,2
GBA,Nintendo,Crash Bandicoot: The Huge Adventure,7.9,2002-02-25,2002,2
DC,Sega,NHL 2K2,7.8,2002-02-14,2002,2
GC,Nintendo,NBA Street,8.6,2002-02-17,2002,2
GC,Nintendo,All-Star Baseball 2003,8.0,2002-02-25,2002,2
GC,Nintendo,Sonic Adventure 2 Battle,8.4,2002-02-11,2002,2
GC,Nintendo,Dark Summit,4.5,2002-02-04,2002,2
GC,Nintendo,18 Wheeler: American Pro Trucker,6.8,2002-02-18,2002,2
